primerid	coef	ci.hi	ci.lo	P	celltype	FDR
GTF2IRD1	-0.009046641	-0.006690608	-0.011402673	7.4005E-22	neuron	3.26578E-21
GTF3A	0.002436164	0.002845332	0.002026997	1.62645E-16	neuron	5.26456E-16
GTF3C1	-0.000247172	0.001383342	-0.001877685	0.008779356	neuron	0.00935018
GTF3C3	-0.000543808	0.000386012	-0.001473627	9.40253E-05	neuron	0.000116222
GTF3C5	7.34753E-05	0.000816812	-0.000669861	0.001653905	neuron	0.001844184
GTPBP1	0.001395904	0.001609112	0.001182697	1.83325E-12	neuron	4.60696E-12
GUCY1A1	0.001714408	0.002410868	0.001017949	4.77282E-07	neuron	7.33988E-07
GUCY1A2	0.001626775	0.004076168	-0.000822619	1.11088E-10	neuron	2.39106E-10
GUCY1B1	0.004891627	0.00610309	0.003680165	1.94839E-26	neuron	1.07952E-25
GUF1	0.001446292	0.001891583	0.001001002	4.24212E-06	neuron	5.94652E-06
GUK1	0.00577363	0.00591547	0.00563179	1.8842E-112	neuron	8.791E-111
GULP1	-0.004132457	-0.001956419	-0.006308496	7.96552E-06	neuron	1.08533E-05
GVQW3	-0.004164747	-0.002463144	-0.005866349	1.22307E-09	neuron	2.42855E-09
GXYLT1	-0.002000859	-0.000778458	-0.003223261	3.6974E-06	neuron	5.21754E-06
GYS1	-0.002730787	-0.001183358	-0.004278215	1.9964E-06	neuron	2.89324E-06
HABP4	-0.002893516	-0.001276141	-0.00451089	2.09862E-05	neuron	2.74713E-05
HACD2	-0.001080113	0.000278351	-0.002438576	0.000202153	neuron	0.000242864
HACD3	0.001476552	0.002517409	0.000435695	7.33407E-08	neuron	1.22962E-07
HACE1	-0.011583944	-0.009044977	-0.014122911	1.11709E-24	neuron	5.68202E-24
HACL1	-0.001863225	-0.000463088	-0.003263362	8.1903E-05	neuron	0.000101609
HADH	0.000128267	0.000913097	-0.000656564	0.037280284	neuron	0.038621918
HADHA	0.001028013	0.001538342	0.000517685	5.90995E-10	neuron	1.20279E-09
HADHB	-0.002860543	-0.001428015	-0.004293071	3.20576E-09	neuron	6.13318E-09
HAGH	-0.003627583	-0.00194832	-0.005306845	1.3436E-16	neuron	4.38257E-16
HAGHL	0.004730575	0.004866236	0.004594914	3.66435E-84	neuron	1.01596E-82
HAPLN2	-0.005082035	-0.003218296	-0.006945774	2.63228E-15	neuron	7.99612E-15
HAPLN4	0.002164409	0.002256891	0.002071926	1.96273E-42	neuron	1.98473E-41
HAT1	4.86379E-05	0.000687957	-0.000590682	0.015946462	neuron	0.016773466
HBP1	0.000364289	0.001254228	-0.00052565	2.55652E-06	neuron	3.66184E-06
HBS1L	-0.003699793	-0.00192838	-0.005471205	1.0808E-06	neuron	1.60342E-06
HCFC1R1	0.002439827	0.003305508	0.001574146	1.36066E-06	neuron	1.99976E-06
HCFC2	-0.001532881	-0.000379729	-0.002686034	0.000101982	neuron	0.000125597
HCN1	-0.005248246	-0.002962615	-0.007533877	6.36027E-08	neuron	1.07514E-07
HCN2	0.002492229	0.002694066	0.002290392	1.65027E-33	neuron	1.22413E-32
HDAC10	0.002705237	0.002795203	0.002615271	6.45549E-62	neuron	1.11407E-60
HDAC2	0.000438701	0.001304221	-0.000426818	0.000857318	neuron	0.000977707
HDAC3	0.001892004	0.002218635	0.001565373	4.23014E-14	neuron	1.19138E-13
HDAC4	-0.008232757	-0.005828948	-0.010636566	4.95774E-13	neuron	1.30299E-12
HDAC5	0.001986902	0.002544741	0.001429064	5.37676E-12	neuron	1.30325E-11
HDAC6	0.001431278	0.001638444	0.001224112	8.16019E-12	neuron	1.94106E-11
HDAC7	0.001748535	0.00218032	0.00131675	7.16953E-09	neuron	1.32736E-08
HDAC8	-0.010748401	-0.008221158	-0.013275644	1.02239E-17	neuron	3.59299E-17
HDAC9	-2.12718E-06	0.002531512	-0.002535766	2.62461E-10	neuron	5.4666E-10
HDGF	0.001459979	0.001749599	0.001170358	3.24584E-13	neuron	8.63473E-13
HDGFL2	0.00215063	0.002355239	0.00194602	3.56367E-25	neuron	1.85021E-24
HDGFL3	0.001794677	0.003102844	0.00048651	5.06057E-18	neuron	1.82003E-17
HDLBP	0.002277435	0.003083944	0.001470926	5.31211E-13	neuron	1.39288E-12
HDX	-0.005011091	-0.003138864	-0.006883318	5.76274E-12	neuron	1.39282E-11
HEATR1	-0.002752692	-0.001311806	-0.004193578	1.52296E-07	neuron	2.46833E-07
HEATR3	-0.001924723	-0.000675319	-0.003174127	0.000101078	neuron	0.00012453
HEATR4	-0.000139765	0.000742593	-0.001022123	0.155609933	neuron	0.15820577
HEATR5B	-0.002803817	-0.001218463	-0.004389171	8.78447E-06	neuron	1.19259E-05
HECA	-0.000887879	8.96537E-05	-0.001865411	4.59438E-06	neuron	6.41374E-06
HECTD1	-0.00364872	-0.001769038	-0.005528402	5.74596E-09	neuron	1.0738E-08
HECTD2	-0.007242568	-0.005028891	-0.009456245	1.51968E-15	neuron	4.68794E-15
HECTD4	-0.003012696	-0.000663754	-0.005361638	1.52194E-05	neuron	2.01842E-05
HECW1	-0.021735437	-0.01949876	-0.023972114	3.89151E-72	neuron	8.07549E-71
HECW2	-0.005781118	-0.003356651	-0.008205584	5.49574E-07	neuron	8.41147E-07
HELLS	-0.00065317	0.000288947	-0.001595287	0.011385824	neuron	0.012061556
HELZ	-0.000258178	0.001657661	-0.002174017	9.49305E-09	neuron	1.73898E-08
HERC1	-0.010998212	-0.00874679	-0.013249634	7.0368E-18	neuron	2.50547E-17
HERC2	-0.006824258	-0.004376217	-0.0092723	7.19541E-08	neuron	1.20831E-07
HERC3	0.001470515	0.002489205	0.000451825	0.000293929	neuron	0.000348175
HERC4	0.001563659	0.00378374	-0.000656423	0.001945236	neuron	0.002156945
HERC6	-0.002898187	-0.001499849	-0.004296525	5.63236E-08	neuron	9.58563E-08
HERPUD1	0.001627132	0.001751773	0.001502491	3.68554E-22	neuron	1.65684E-21
HERPUD2	-0.000758181	0.000435058	-0.001951419	0.000884139	neuron	0.001007276
HEXB	-0.004508071	-0.002744609	-0.006271533	1.03182E-11	neuron	2.42961E-11
HFM1	-0.00911532	-0.006625317	-0.011605323	1.58832E-24	neuron	8.01867E-24
HGS	0.00351014	0.003652673	0.003367607	1.59026E-55	neuron	2.37485E-54
HGSNAT	-0.012064386	-0.009548272	-0.0145805	9.49232E-38	neuron	8.29658E-37
HHAT	-0.002858392	-0.001112951	-0.004603833	0.001189032	neuron	0.001338626
HIBADH	-0.004628713	-0.002768219	-0.006489206	2.46471E-14	neuron	7.03237E-14
HIBCH	0.01181222	0.012332767	0.011291673	1.9259E-142	neuron	1.2773E-140
HIC2	-0.003813988	-0.002075695	-0.005552281	4.00184E-07	neuron	6.20928E-07
HID1	0.00307898	0.003543841	0.002614119	5.3649E-22	neuron	2.3893E-21
HIF1A	0.000880626	0.001743516	1.77357E-05	8.03034E-07	neuron	1.20455E-06
HIKESHI	0.000614511	0.001189827	3.9195E-05	0.001141091	neuron	0.00128658
HINT1	0.002879927	0.003033528	0.002726326	7.12582E-47	neuron	8.34017E-46
HINT3	0.000570193	0.001323456	-0.000183069	0.000681578	neuron	0.000782433
HIP1	-0.000889239	0.000189203	-0.001967681	0.188656485	neuron	0.191114273
HIP1R	0.001895034	0.002227399	0.00156267	8.67091E-15	neuron	2.54374E-14
HIPK1	0.000597153	0.001646472	-0.000452165	0.004022895	neuron	0.004376086
HIPK2	-0.004945235	-0.00309727	-0.0067932	4.4446E-14	neuron	1.25022E-13
HIPK3	-0.004330905	-0.002567331	-0.006094479	5.63088E-10	neuron	1.14945E-09
HIVEP1	-0.00463022	-0.002602456	-0.006657983	2.5578E-07	neuron	4.06186E-07
HIVEP2	0.002034881	0.004428059	-0.000358297	2.72384E-06	neuron	3.89162E-06
HIVEP3	-0.01704511	-0.01451824	-0.019571981	4.79595E-39	neuron	4.31444E-38
HK1	0.00060237	0.002091676	-0.000886936	4.17348E-11	neuron	9.28737E-11
HLCS	-0.007235186	-0.004915609	-0.009554764	8.6791E-11	neuron	1.88974E-10
HLF	0.00186223	0.003147531	0.00057693	9.65024E-08	neuron	1.59814E-07
HLTF	-0.000662911	0.000659286	-0.001985109	5.8539E-06	neuron	8.07867E-06
HM13	-0.000357301	0.001047175	-0.001761777	6.38205E-05	neuron	8.00715E-05
HMBOX1	-0.004543068	-0.002538111	-0.006548026	2.2449E-10	neuron	4.70761E-10
HMCES	0.001070225	0.001445305	0.000695146	3.27053E-06	neuron	4.64034E-06
HMG20A	-0.003645999	-0.001840197	-0.005451801	3.48545E-08	neuron	6.06145E-08
HMGB1	-0.001075566	0.001321678	-0.00347281	4.3649E-05	neuron	5.55675E-05
HMGCLL1	-0.003350861	-0.001447944	-0.005253778	2.02321E-08	neuron	3.59617E-08
HMGCR	0.003193553	0.003802282	0.002584824	3.98744E-13	neuron	1.05495E-12
HMGCS1	0.003112285	0.00328265	0.002941921	4.45711E-42	neuron	4.47365E-41
HMGN1	0.001399734	0.001693302	0.001106165	1.61332E-10	neuron	3.43318E-10
HMGN2	0.001845376	0.002115487	0.001575265	5.28406E-17	neuron	1.77933E-16
HMGN3	0.000868779	0.002137449	-0.000399892	0.00135458	neuron	0.001517929
HMGXB3	-0.00023581	0.000569959	-0.001041578	0.03630567	neuron	0.037641051
HMGXB4	-0.001626699	-0.000435793	-0.002817605	0.000266581	neuron	0.000317002
HMOX2	0.001380848	0.001891784	0.000869912	1.64276E-06	neuron	2.40131E-06
HNRNPA0	0.001453296	0.001764029	0.001142563	8.22213E-10	neuron	1.65692E-09
HNRNPA1	0.001622749	0.002085183	0.001160314	1.86537E-07	neuron	2.99957E-07
HNRNPA2B1	0.004620353	0.005999572	0.003241135	8.56293E-17	neuron	2.8452E-16
HNRNPA3	0.007991389	0.008944176	0.007038601	8.96329E-45	neuron	9.76436E-44
HNRNPC	-0.001798194	1.55156E-05	-0.003611904	5.15549E-08	neuron	8.80729E-08
HNRNPD	-0.000928586	0.00051127	-0.002368442	4.65936E-13	neuron	1.22648E-12
HNRNPDL	0.005896646	0.007427638	0.004365654	9.67617E-27	neuron	5.44134E-26
HNRNPH1	0.000868965	0.002078444	-0.000340514	1.86237E-09	neuron	3.65187E-09
HNRNPH2	0.002485754	0.002883631	0.002087878	9.7382E-18	neuron	3.42406E-17
HNRNPH3	0.000640572	0.001847017	-0.000565872	2.77591E-09	neuron	5.35016E-09
HNRNPK	0.005255118	0.005925425	0.00458481	1.08082E-34	neuron	8.43342E-34
HNRNPL	-0.002454502	-0.000768512	-0.004140491	0.001616821	neuron	0.001804023
HNRNPLL	-0.000384779	0.001044718	-0.001814276	7.26555E-05	neuron	9.07021E-05
HNRNPM	-0.000290064	0.000975329	-0.001555458	2.96307E-06	neuron	4.21649E-06
HNRNPR	0.001760142	0.002672449	0.000847836	1.12476E-07	neuron	1.84953E-07
HNRNPU	0.000817751	0.00282466	-0.001189157	4.04999E-10	neuron	8.35566E-10
HNRNPUL1	0.001301266	0.001853237	0.000749295	7.09511E-07	neuron	1.07163E-06
HOMER1	-0.002719294	-0.000565443	-0.004873144	3.3008E-05	neuron	4.25169E-05
HOMER2	-0.003780696	-0.002051843	-0.005509548	2.87018E-12	neuron	7.10717E-12
HOOK1	-0.000392362	0.000981147	-0.00176587	0.000573556	neuron	0.000662926
HOOK2	4.2437E-05	0.000754812	-0.000669938	0.035143992	neuron	0.03647018
HOOK3	-0.005813418	-0.003696339	-0.007930497	2.33345E-09	neuron	4.52835E-09
HOPX	0.002677477	0.003202886	0.002152069	5.58777E-22	neuron	2.48529E-21
HP1BP3	0.007244552	0.00852259	0.005966515	4.2986E-41	neuron	4.11316E-40
HPCA	0.002424895	0.002556969	0.002292822	6.6257E-203	neuron	7.8637E-201
HPCAL1	0.000909161	0.002258302	-0.000439981	6.26697E-15	neuron	1.85622E-14
HPCAL4	0.004588874	0.004777603	0.004400144	9.51659E-66	neuron	1.76867E-64
HPRT1	0.005096295	0.006424215	0.003768374	5.21217E-23	neuron	2.47094E-22
HPS4	0.000842149	0.001339489	0.000344809	0.013940242	neuron	0.014709989
HPSE2	0.000260875	0.001326814	-0.000805065	0.84245629	neuron	0.843079409
HRAS	0.001759555	0.001848789	0.00167032	2.37601E-32	neuron	1.68664E-31
HRH1	-0.001607979	-0.000377086	-0.002838872	7.97177E-05	neuron	9.90614E-05
HRH2	-0.003096573	-0.001466871	-0.004726275	6.29197E-08	neuron	1.06466E-07
HRH3	0.003976237	0.004256807	0.003695667	1.14999E-40	neuron	1.08202E-39
HS1BP3	-0.003351706	-0.001811225	-0.004892186	4.86736E-11	neuron	1.07536E-10
HS2ST1	-0.005241319	-0.003325479	-0.007157159	1.82578E-11	neuron	4.21406E-11
HS3ST1	-0.001139044	-7.98811E-05	-0.002198208	4.46539E-06	neuron	6.24657E-06
HS3ST2	-0.002017899	-0.000308124	-0.003727674	0.000176565	neuron	0.000213144
HS3ST4	-0.008828702	-0.005809989	-0.011847415	4.74265E-09	neuron	8.93208E-09
HS3ST5	0.002098806	0.003384872	0.000812739	1.25942E-07	neuron	2.06195E-07
HS6ST1	-0.004256983	-0.002505289	-0.006008678	8.51714E-15	neuron	2.50189E-14
HS6ST2	-0.00212228	-0.000695475	-0.003549084	6.39387E-08	neuron	1.08021E-07
HS6ST3	-0.0112017	-0.008120386	-0.014283013	7.24205E-14	neuron	2.0046E-13
HSBP1	0.002009486	0.002204215	0.001814756	7.09348E-23	neuron	3.33709E-22
HSD17B12	0.003675147	0.004955259	0.002395035	7.5694E-12	neuron	1.80561E-11
HSD17B4	-0.014373289	-0.011711575	-0.017035003	2.93522E-35	neuron	2.34436E-34
HSF1	0.001516489	0.001901814	0.001131164	8.40479E-08	neuron	1.40172E-07
HSF2	-0.000984228	0.000124032	-0.002092487	0.001868225	neuron	0.002072911
HSF4	0.002052332	0.00224212	0.001862543	3.31035E-22	neuron	1.49197E-21
HSP90AA1	0.014485142	0.014786812	0.014183472	9.823E-211	neuron	1.2779E-208
HSP90AB1	0.016955507	0.01733684	0.016574174	0	neuron	0
HSP90B1	0.005166572	0.005820163	0.004512982	1.8332E-33	neuron	1.35685E-32
HSPA12A	-0.004005675	-0.001473756	-0.006537593	0.005960001	neuron	0.006416201
HSPA13	0.001200103	0.001952391	0.000447815	1.13024E-06	neuron	1.67384E-06
HSPA1A	0.000926292	0.001021401	0.000831184	4.8381E-258	neuron	8.6131E-256
HSPA4	0.003719588	0.003970251	0.003468925	1.05458E-45	neuron	1.19701E-44
HSPA4L	0.00512828	0.005922551	0.004334009	1.0771E-37	neuron	9.38991E-37
HSPA5	0.001652413	0.001749963	0.001554862	2.81936E-30	neuron	1.82867E-29
HSPA8	0.001368901	0.001434919	0.001302882	4.90753E-52	neuron	6.69344E-51
HSPA9	0.004077141	0.004288456	0.003865825	3.26604E-51	neuron	4.30698E-50
HSPB1	0.001014692	0.00111289	0.000916494	0	neuron	0
HSPBAP1	-0.000393052	0.000431466	-0.001217569	0.407492639	neuron	0.409611843
HSPD1	0.003025193	0.003342207	0.002708178	2.94464E-26	neuron	1.6143E-25
HSPH1	0.010290005	0.010534241	0.010045769	7.4306E-181	neuron	6.7024E-179
HTR1E	-0.008622094	-0.006131176	-0.011113013	2.89532E-14	neuron	8.24015E-14
HTR2A	-0.001155747	0.000250357	-0.002561851	6.71799E-05	neuron	8.40837E-05
HTR4	-0.001749161	-0.000433559	-0.003064762	9.91755E-05	neuron	0.000122297
HTRA1	0.001477885	0.001912653	0.001043116	1.49587E-07	neuron	2.42792E-07
HTT	-0.004349721	-0.002245383	-0.006454058	1.82929E-10	neuron	3.87208E-10
HUNK	4.25952E-06	0.0012565	-0.001247981	0.0002195	neuron	0.000262771
HUS1	-0.000251291	0.000925281	-0.001427864	0.002491569	neuron	0.002745637
HUWE1	0.002157427	0.003527918	0.000786937	7.18209E-06	neuron	9.8354E-06
HYDIN	-0.010303379	-0.007794484	-0.012812273	7.40374E-18	neuron	2.62645E-17
HYOU1	0.001630009	0.001699926	0.001560093	4.54241E-48	neuron	5.54683E-47
IBTK	-0.00694103	-0.004766832	-0.009115228	1.01353E-13	neuron	2.77931E-13
ICA1	-0.024073062	-0.021347405	-0.026798719	4.46044E-83	neuron	1.19742E-81
ICA1L	-0.014486004	-0.011858194	-0.017113814	1.04922E-30	neuron	6.90467E-30
ICAM5	0.003059281	0.003546164	0.002572398	6.75137E-15	neuron	1.9962E-14
ICE1	-0.003196721	-0.001353107	-0.005040335	2.63945E-09	neuron	5.09731E-09
ICE2	-0.000737028	0.000409943	-0.001883999	0.008106878	neuron	0.008655781
ID2	0.001849864	0.002173666	0.001526062	1.96521E-11	neuron	4.52354E-11
IDE	-0.002702104	-0.00120483	-0.004199378	7.69171E-07	neuron	1.15658E-06
IDH3A	0.00206075	0.00275448	0.001367019	7.66617E-11	neuron	1.67404E-10
IDH3G	0.002243696	0.002596511	0.00189088	1.67709E-15	neuron	5.1477E-15
IDS	0.011207743	0.013421717	0.008993768	2.24252E-73	neuron	4.80084E-72
IFNAR1	0.000764081	0.001558717	-3.05548E-05	5.90736E-05	neuron	7.42812E-05
IFNGR1	2.6657E-05	0.000782135	-0.000728821	0.000102558	neuron	0.000126261
IFNGR2	0.000189539	0.00104232	-0.000663242	1.07718E-05	neuron	1.45249E-05
IFRD1	0.002561114	0.00293646	0.002185768	2.05027E-20	neuron	8.46769E-20
IFT122	0.00310904	0.003784547	0.002433534	2.46801E-15	neuron	7.51737E-15
IFT140	0.000826194	0.001543102	0.000109286	0.000139824	neuron	0.000170067
IFT172	-0.001081683	0.00028874	-0.002452105	0.001091339	neuron	0.001233056
IFT20	0.002401188	0.003039854	0.001762522	1.85609E-10	neuron	3.92758E-10
IFT43	-0.003300499	-0.001550947	-0.005050051	1.58909E-11	neuron	3.6778E-11
IFT52	-0.003435657	-0.001891696	-0.004979618	6.42559E-11	neuron	1.40859E-10
IFT57	0.001037115	0.001790308	0.000283923	1.67163E-06	neuron	2.44088E-06
IFT74	-0.00224173	-0.000893234	-0.003590226	0.000113856	neuron	0.000139611
IFT81	0.000615497	0.0014509	-0.000219905	0.00241672	neuron	0.002664892
IFT88	-0.001155988	0.000174874	-0.00248685	0.002450064	neuron	0.002700339
IGF1	0.001036235	0.001599674	0.000472796	0.003264363	neuron	0.003573368
IGF1R	-0.007246782	-0.004697552	-0.009796012	3.22008E-08	neuron	5.62454E-08
IGF2R	-0.004776482	-0.002894717	-0.006658247	1.46815E-09	neuron	2.90241E-09
IGFL4	-0.006238786	-0.004238297	-0.008239275	6.87085E-16	neuron	2.15092E-15
IGIP	0.001764672	0.002097953	0.001431391	2.10625E-11	neuron	4.83994E-11
IGLON5	0.001566561	0.001985772	0.00114735	1.13847E-08	neuron	2.07203E-08
IGSF11	-0.00848996	-0.006034603	-0.010945317	1.1074E-13	neuron	3.03178E-13
IGSF21	-0.014178298	-0.011489568	-0.016867027	3.73649E-36	neuron	3.09771E-35
IGSF3	0.000363349	0.001102688	-0.000375991	9.79422E-05	neuron	0.00012082
IGSF8	0.004205437	0.004344907	0.004065967	1.5417E-172	neuron	1.3037E-170
IGSF9B	-0.009498545	-0.007098177	-0.011898912	1.85942E-28	neuron	1.11163E-27
IKBKB	-0.000499018	0.000369556	-0.001367591	0.000301347	neuron	0.000356587
IKZF2	-0.001792533	-0.000535605	-0.003049461	1.80635E-09	neuron	3.5451E-09
IL11RA	0.001659239	0.001804191	0.001514288	2.64406E-18	neuron	9.67917E-18
IL12RB2	-0.003311194	-0.001681797	-0.00494059	3.07861E-06	neuron	4.3763E-06
IL17D	-0.000577297	0.000391926	-0.001546521	0.000122718	neuron	0.000150069
IL1RAP	-0.004963728	-0.003015089	-0.006912367	2.49056E-12	neuron	6.19663E-12
IL1RAPL1	0.002052303	0.003845988	0.000258617	5.48423E-13	neuron	1.43302E-12
IL1RAPL2	-0.005182753	-0.002475206	-0.0078903	0.000206364	neuron	0.000247527
IL6ST	0.002446037	0.003188022	0.001704052	6.25171E-12	neuron	1.50615E-11
ILDR2	0.000221151	0.001418982	-0.00097668	0.00011983	neuron	0.000146644
ILF3	0.002661899	0.003111532	0.002212265	5.27838E-16	neuron	1.66705E-15
ILKAP	0.001435193	0.002351003	0.000519383	0.000374727	neuron	0.000439957
IMMP1L	-0.004044728	-0.002368121	-0.005721336	6.39621E-11	neuron	1.40306E-10
IMMP2L	0.01200879	0.014503471	0.00951411	4.16858E-47	neuron	4.92155E-46
IMMT	0.000540068	0.001290463	-0.000210327	0.007575939	neuron	0.0081004
IMPA1	-0.002777916	-0.001376138	-0.004179693	2.06434E-08	neuron	3.66349E-08
INA	0.004936747	0.005138219	0.004735274	4.53941E-78	neuron	1.08131E-76
INF2	0.004072133	0.004186187	0.003958079	1.787E-104	neuron	7.2826E-103
ING4	0.000444707	0.001010401	-0.000120987	0.006962418	neuron	0.007463279
ING5	-0.001818298	-0.000468046	-0.003168549	6.39379E-05	neuron	8.02039E-05
INIP	-0.000197569	0.000616305	-0.001011442	0.000925988	neuron	0.001052825
INO80	-0.002085015	-0.000527176	-0.003642853	0.000550171	neuron	0.000637204
INO80D	0.004471205	0.005278878	0.003663533	1.42192E-19	neuron	5.56672E-19
INPP1	0.001447173	0.0017811	0.001113245	5.9341E-13	neuron	1.54877E-12
INPP4A	-0.002083833	0.000129667	-0.004297334	0.000242755	neuron	0.000289841
INPP4B	-0.003205247	-0.000432775	-0.005977718	0.00479023	neuron	0.005184945
INPP5A	-9.89244E-05	0.001308018	-0.001505867	0.001128015	neuron	0.001272261
INPP5B	-0.003109848	-0.001480111	-0.004739586	1.17979E-05	neuron	1.58327E-05
INPP5F	0.005113911	0.006603067	0.003624754	2.10919E-29	neuron	1.30666E-28
INSIG1	0.00116428	0.001506585	0.000821976	1.86093E-06	neuron	2.70911E-06
INSIG2	1.71267E-05	0.000815188	-0.000780935	0.000488911	neuron	0.000568686
INSR	-0.016386084	-0.013785302	-0.018986865	4.22394E-42	neuron	4.24591E-41
INTS1	0.004555786	0.004933538	0.004178034	1.56378E-37	neuron	1.35977E-36
INTS10	0.000226821	0.00140392	-0.000950279	1.07784E-06	neuron	1.60008E-06
INTS11	0.00572071	0.005856064	0.005585356	1.8958E-120	neuron	9.942E-119
INTS2	-0.000980543	6.79684E-05	-0.002029055	0.009022709	neuron	0.009603309
INTS3	0.001586791	0.002246473	0.000927108	5.70006E-07	neuron	8.70253E-07
INTS4	0.001175784	0.001836219	0.000515349	0.001593091	neuron	0.001778719
INTS6	-0.000707975	0.000725245	-0.002141195	4.30021E-06	neuron	6.02421E-06
INTS6L	-0.002981858	-0.001545368	-0.004418348	1.16251E-06	neuron	1.71862E-06
INTS7	-0.0009828	7.55863E-05	-0.002041187	0.016229243	neuron	0.017061512
INTS8	-0.001495624	-0.000103135	-0.002888113	0.003814524	neuron	0.004158114
INTS9	-0.002281938	-0.000955999	-0.003607877	3.56712E-07	neuron	5.57311E-07
INTU	-0.004905039	-0.002841303	-0.006968775	1.68995E-08	neuron	3.02847E-08
INVS	-0.010976054	-0.008500431	-0.013451677	2.29358E-24	neuron	1.15019E-23
IP6K1	-0.002926652	-0.001160925	-0.004692379	1.37501E-06	neuron	2.01997E-06
IP6K2	0.002333189	0.003107087	0.001559292	2.35136E-12	neuron	5.86108E-12
IPCEF1	-0.000503335	0.001190715	-0.002197386	1.2305E-06	neuron	1.81674E-06
IPMK	-0.002732459	-0.001311206	-0.004153713	4.93527E-06	neuron	6.87261E-06
IPO11	-0.003334796	-0.001724481	-0.004945112	1.05512E-07	neuron	1.74052E-07
IPO5	0.002850773	0.003749666	0.001951881	2.52629E-10	neuron	5.2748E-10
IPO7	0.002952875	0.003654111	0.002251639	2.5366E-19	neuron	9.81699E-19
IPO8	0.000140471	0.001150784	-0.000869842	2.43244E-06	neuron	3.49522E-06
IPO9	0.002130468	0.003041786	0.00121915	1.12955E-05	neuron	1.51887E-05
IPPK	0.000217877	0.00102259	-0.000586837	0.00022994	neuron	0.000274928
IQCA1	-0.011121324	-0.008516586	-0.013726062	2.49282E-28	neuron	1.48189E-27
IQCB1	-0.005365894	-0.0034451	-0.007286689	4.88936E-14	neuron	1.37247E-13
IQCE	0.000231778	0.000956216	-0.00049266	0.000577304	neuron	0.000666917
IQCK	-0.008359679	-0.006111616	-0.010607742	6.15932E-27	neuron	3.48684E-26
IQGAP1	-0.002384769	-0.000934621	-0.003834917	2.62007E-05	neuron	3.41058E-05
IQSEC1	-0.00488753	-0.002732279	-0.007042781	1.8742E-10	neuron	3.96228E-10
IQSEC2	-0.002415197	-0.000724566	-0.004105828	6.68446E-08	neuron	1.12797E-07
IQSEC3	-0.000810298	0.000926126	-0.002546721	1.07602E-09	neuron	2.14727E-09
IQUB	-0.001294973	-0.000137938	-0.002452008	0.001983294	neuron	0.002196625
IRAK1BP1	-0.00247908	-0.000545758	-0.004412402	0.00096552	neuron	0.001096666
IREB2	-7.87698E-05	0.001251666	-0.001409206	0.000103541	neuron	0.000127401
IRF2	-0.004989029	-0.003189198	-0.00678886	1.52898E-17	neuron	5.30165E-17
IRF2BP2	0.002305369	0.002501293	0.002109444	1.58759E-28	neuron	9.52131E-28
IRS1	0.000261599	0.001186652	-0.000663455	0.000297802	neuron	0.000352516
IRS2	-0.001317522	0.000227199	-0.002862243	2.23853E-06	neuron	3.22686E-06
ISCA1	0.001295169	0.001781266	0.000809072	1.61786E-10	neuron	3.44069E-10
ISCU	0.001469037	0.001751258	0.001186815	4.39916E-12	neuron	1.07322E-11
IST1	0.002309798	0.003115829	0.001503768	1.94598E-09	neuron	3.80698E-09
ITCH	-0.008247861	-0.005988842	-0.010506881	2.51019E-17	neuron	8.6069E-17
ITFG1	-0.005603521	-0.003140869	-0.008066173	2.68393E-06	neuron	3.83702E-06
ITFG2	-0.004155044	-0.002472699	-0.005837389	1.64733E-14	neuron	4.73214E-14
ITGA3	0.000759616	0.001399072	0.000120159	2.29085E-07	neuron	3.65424E-07
ITGA8	-7.72202E-06	0.001028229	-0.001043673	0.235178427	neuron	0.237460009
ITGA9	-0.007746231	-0.00544103	-0.010051431	1.27308E-14	neuron	3.68208E-14
ITGAV	-0.000654531	0.000415171	-0.001724233	0.001213778	neuron	0.001365803
ITGB1	-0.001497852	-0.000350774	-0.002644929	0.000362247	neuron	0.000425895
ITGB1BP1	0.00143274	0.00222143	0.00064405	5.52113E-08	neuron	9.40817E-08
ITGB3BP	0.003074835	0.0035016	0.002648069	1.15891E-20	neuron	4.84851E-20
ITGB8	-0.001953382	-0.000504604	-0.003402159	0.000900558	neuron	0.001024946
ITM2B	0.008738578	0.009585493	0.007891664	6.23119E-65	neuron	1.12711E-63
ITM2C	0.003007568	0.003113602	0.002901535	7.02044E-66	neuron	1.31926E-64
ITPK1	0.001204563	0.002596976	-0.000187851	4.1834E-08	neuron	7.2251E-08
ITPKA	0.001895929	0.002188326	0.001603531	2.53587E-16	neuron	8.0997E-16
ITPR1	-0.00419231	-0.001610276	-0.006774344	0.00538735	neuron	0.005816377
ITPR2	5.75029E-05	0.001903637	-0.001788631	2.23382E-09	neuron	4.34121E-09
ITSN1	-0.007902033	-0.005502294	-0.010301772	5.68133E-14	neuron	1.58819E-13
ITSN2	-0.004309921	-0.00226149	-0.006358351	4.39828E-08	neuron	7.56724E-08
IVD	0.00056514	0.001415395	-0.000285116	0.077204863	neuron	0.079111012
IVNS1ABP	0.00124476	0.001536187	0.000953333	4.86723E-08	neuron	8.33801E-08
IWS1	-0.007286518	-0.005127725	-0.009445311	6.76285E-17	neuron	2.26153E-16
JADE1	0.001475442	0.002170423	0.000780462	1.68168E-09	neuron	3.31099E-09
JADE2	0.000526054	0.001174509	-0.0001224	3.11252E-05	neuron	4.01836E-05
