primerid	coef	ci.hi	ci.lo	P
SPATA7	-0.037297115	-0.032566284	0.032566284	6.31088E-58
SPATS2	-0.040363931	-0.034237349	0.034237349	2.30541E-38
SPATS2L	-0.032991506	-0.025531965	0.025531965	3.7405E-20
SPCS2	-0.004701016	-0.000701986	0.000701986	7.07837E-08
SPCS3	0.010811499	0.015012478	-0.015012478	2.36166E-09
SPECC1	0.076652306	0.083824661	-0.083824661	2.9896E-145
SPEF2	-0.014760193	-0.010083966	0.010083966	7.99207E-11
SPEG	0.012900602	0.016331866	-0.016331866	3.9496E-17
SPEN	-0.030006424	-0.024069039	0.024069039	1.45031E-25
SPESP1	-0.006817794	-0.003993003	0.003993003	6.48677E-07
SPG11	-0.009019355	-0.004597104	0.004597104	5.38226E-06
SPG7	-0.003657752	0.001210129	-0.001210129	1.79818E-16
SPHKAP	0.007481655	0.011621145	-0.011621145	0.001470441
SPIDR	-0.208473822	-0.199176988	0.199176988	0
SPIN1	-0.011152337	-0.003563631	0.003563631	0.005570672
SPIN3	-0.017805864	-0.013707451	0.013707451	2.2878E-24
SPIRE1	-0.03736586	-0.029573422	0.029573422	3.42299E-21
SPIRE2	0.007142143	0.010740892	-0.010740892	1.6032E-10
SPNS2	0.000734093	0.003850718	-0.003850718	0.182238282
SPOCK1	0.011007015	0.020775769	-0.020775769	8.40949E-16
SPOCK2	0.028854768	0.034117171	-0.034117171	3.21127E-26
SPOCK3	0.027253457	0.036554779	-0.036554779	2.82409E-10
SPOP	0.004722516	0.009755632	-0.009755632	1.30584E-07
SPOPL	-0.014879035	-0.010523886	0.010523886	1.92353E-13
SPPL2A	-0.01830938	-0.014276197	0.014276197	8.3396E-30
SPPL2B	0.029664383	0.034032645	-0.034032645	3.91068E-47
SPPL3	-0.007567417	-0.00041377	0.00041377	8.24268E-07
SPRED1	-0.042036136	-0.036765853	0.036765853	5.19847E-62
SPRED2	-0.052573256	-0.047935688	0.047935688	4.8484E-112
SPRYD3	0.021189552	0.024403587	-0.024403587	1.00149E-36
SPRYD7	-0.000261937	0.002388805	-0.002388805	5.46823E-07
SPSB3	0.013744497	0.016743474	-0.016743474	3.51583E-27
SPTAN1	0.02292779	0.03081446	-0.03081446	2.71176E-15
SPTB	0.019972725	0.024131633	-0.024131633	1.32319E-20
SPTBN1	0.010396897	0.019252612	-0.019252612	3.62548E-13
SPTBN2	0.029929101	0.033595035	-0.033595035	8.54621E-58
SPTBN4	-0.022550145	-0.013501107	0.013501107	8.86823E-15
SPTLC1	-0.028609003	-0.0246646	0.0246646	2.74069E-51
SPTLC2	0.00118125	0.00473094	-0.00473094	2.23638E-05
SQSTM1	0.006258134	0.010658362	-0.010658362	4.6107E-07
SRBD1	-0.008090012	-0.004956848	0.004956848	1.09954E-11
SRC	0.004220688	0.007176229	-0.007176229	8.81264E-07
SRCIN1	-0.011595528	-0.003892029	0.003892029	1.58663E-12
SREBF2	-0.017086194	-0.011122862	0.011122862	8.07588E-14
SREK1	-0.031141458	-0.025661687	0.025661687	9.08834E-35
SREK1IP1	-0.000554584	0.002534787	-0.002534787	1.26153E-10
SRFBP1	-0.008740359	-0.005008442	0.005008442	8.11988E-11
SRGAP1	0.016403309	0.020291691	-0.020291691	1.80356E-15
SRGAP2	-0.010536437	-0.005388123	0.005388123	0.000310852
SRGAP2B	-0.038314675	-0.034005085	0.034005085	6.48111E-69
SRGAP2C	-0.014432785	-0.009970211	0.009970211	5.38557E-12
SRGAP3	-0.154244935	-0.145235488	0.145235488	1.6626E-256
SRI	0.023488193	0.027120583	-0.027120583	1.61029E-41
SRM	0.005172961	0.00815298	-0.00815298	0.000235261
SRP14	0.026444901	0.030472266	-0.030472266	1.71273E-36
SRP19	0.009550703	0.012298992	-0.012298992	4.05889E-11
SRP54	-0.001883356	0.000799371	-0.000799371	8.51518E-07
SRP72	0.000139519	0.003462706	-0.003462706	1.30516E-05
SRP9	-0.000297452	0.003073598	-0.003073598	0.047005783
SRPK1	-0.013819854	-0.008789129	0.008789129	5.66622E-08
SRPK2	-0.061414594	-0.052202716	0.052202716	5.12156E-38
SRRM1	-0.03561932	-0.030095081	0.030095081	1.37348E-45
SRRM2	-0.027671371	-0.019967118	0.019967118	1.68027E-25
SRRM3	-0.056512391	-0.047806126	0.047806126	1.05735E-38
SRRM4	-0.083626672	-0.074579199	0.074579199	2.2832E-72
SRRT	0.001947301	0.004684073	-0.004684073	1.18765E-18
SRSF10	0.001992035	0.005980202	-0.005980202	5.11803E-09
SRSF11	0.013507318	0.02124677	-0.02124677	8.45024E-38
SRSF2	0.009297102	0.012551957	-0.012551957	3.6395E-19
SRSF3	0.009222302	0.012891105	-0.012891105	2.08908E-08
SRSF4	-0.012263924	-0.00767338	0.00767338	3.74497E-09
SRSF5	-0.003979642	0.001854659	-0.001854659	8.36632E-12
SRSF6	0.028001252	0.031788711	-0.031788711	1.25446E-62
SRSF7	-0.000788903	0.00220084	-0.00220084	0.156522551
SRSF8	-0.001299983	0.001817816	-0.001817816	5.08724E-17
SS18	-0.007829932	-0.003747643	0.003747643	6.85336E-10
SS18L1	-0.006626069	-0.003103869	0.003103869	5.12996E-06
SSB	0.012216084	0.015044884	-0.015044884	2.25727E-23
SSBP1	0.013193114	0.01682135	-0.01682135	1.87643E-22
SSBP2	-0.031733109	-0.022471081	0.022471081	7.40129E-16
SSBP3	-0.003648041	0.004244374	-0.004244374	3.73449E-15
SSBP4	0.041653722	0.046546065	-0.046546065	5.13167E-63
SSH1	-0.009985475	-0.005382179	0.005382179	1.49127E-08
SSH2	-0.044977546	-0.03620611	0.03620611	1.64271E-26
SSR1	0.011997476	0.016410091	-0.016410091	1.22006E-10
SSRP1	0.009513548	0.012188595	-0.012188595	6.99556E-16
SSU72	0.021530793	0.025477041	-0.025477041	3.55714E-36
SSX2IP	-0.016215497	-0.009729617	0.009729617	1.36575E-17
ST13	0.010742066	0.014959075	-0.014959075	4.01397E-11
ST3GAL1	-0.015384933	-0.011822187	0.011822187	1.4681E-16
ST3GAL2	-0.010113405	-0.006643329	0.006643329	6.20683E-10
ST3GAL3	0.115082292	0.118142544	-0.118142544	0
ST3GAL5	-0.005624958	-0.001423885	0.001423885	0.001611132
ST3GAL6	0.009384626	0.014283625	-0.014283625	4.05048E-12
ST6GAL1	-0.026097259	-0.022225617	0.022225617	1.3581E-54
ST6GAL2	-0.039088814	-0.034079885	0.034079885	3.45591E-58
ST6GALNAC3	0.015012428	0.021676519	-0.021676519	8.76974E-11
ST6GALNAC5	-0.175322135	-0.164963572	0.164963572	3.8707E-249
ST7	-0.19104292	-0.182754927	0.182754927	0
ST7L	-0.002439659	0.001802079	-0.001802079	0.008782672
ST8SIA1	-0.03254822	-0.025458395	0.025458395	1.76458E-24
ST8SIA3	0.014563452	0.020967149	-0.020967149	2.02149E-16
ST8SIA4	-0.001801606	0.00147353	-0.00147353	0.11634789
ST8SIA5	-0.070148959	-0.063132856	0.063132856	4.71011E-85
STAC2	0.013256508	0.016779482	-0.016779482	4.64163E-16
STAG1	-0.057660707	-0.049223574	0.049223574	3.31447E-42
STAG2	0.01419657	0.019295264	-0.019295264	1.10461E-15
STAM	-0.008569353	-0.004885356	0.004885356	3.34742E-11
STAM2	-0.013461689	-0.009317798	0.009317798	6.85904E-14
STAMBPL1	-0.015730612	-0.009876734	0.009876734	1.31971E-13
STARD13	-0.016573444	-0.009658803	0.009658803	6.20579E-10
STARD3	0.007448724	0.010282969	-0.010282969	4.25574E-09
STARD3NL	-0.003835406	-0.000966183	0.000966183	1.68849E-06
STARD4	-0.005573884	-0.002367442	0.002367442	1.06806E-07
STARD7	0.006230743	0.010045258	-0.010045258	8.97889E-07
STARD9	-0.011035268	-0.006996735	0.006996735	6.63557E-15
STAT2	0.019921134	0.023003389	-0.023003389	1.03842E-50
STAT3	0.003848594	0.007131442	-0.007131442	1.58438E-05
STAT4	-0.059686683	-0.05444083	0.05444083	5.6804E-113
STAT5B	-0.005011426	-0.000975926	0.000975926	0.016525494
STAU1	-0.006766962	-0.001951294	0.001951294	2.55677E-07
STAU2	0.056898206	0.064912997	-0.064912997	9.5806E-95
STEAP2	-0.022289633	-0.017675853	0.017675853	9.2038E-26
STIM1	-0.01835091	-0.013094133	0.013094133	2.67648E-11
STIM2	-0.020929856	-0.016453339	0.016453339	7.68288E-22
STIP1	0.011064136	0.014167382	-0.014167382	6.97464E-12
STK11	0.020534622	0.024746927	-0.024746927	9.06214E-38
STK24	-0.003374697	0.000431119	-0.000431119	0.072235144
STK25	0.014222123	0.018240824	-0.018240824	1.30238E-13
STK3	-0.010506305	-0.006552112	0.006552112	1.02757E-17
STK32C	0.003737188	0.007061854	-0.007061854	0.003921754
STK35	-0.001777047	0.001091724	-0.001091724	0.017196107
STK36	0.021688699	0.024660372	-0.024660372	6.49158E-51
STK38	0.003901693	0.007594027	-0.007594027	2.23808E-05
STK38L	0.001852867	0.006128529	-0.006128529	3.05529E-12
STK39	-0.014276987	-0.007735354	0.007735354	2.78307E-09
STK4	0.007733673	0.012199158	-0.012199158	9.75508E-15
STK40	-0.013647524	-0.010581116	0.010581116	1.52865E-19
STMN1	0.031237056	0.037050889	-0.037050889	1.1212E-25
STMN2	0.038933852	0.045339159	-0.045339159	5.02701E-33
STMN3	0.03452876	0.039975307	-0.039975307	7.29948E-36
STMN4	0.02214831	0.026824816	-0.026824816	5.33041E-24
STMP1	-0.001918465	0.000924556	-0.000924556	2.34725E-11
STOML1	-0.00423496	-0.000847604	0.000847604	5.42903E-10
STOX2	-0.023901722	-0.015559883	0.015559883	2.40531E-13
STPG2	-0.039126329	-0.034612703	0.034612703	1.10019E-66
STRAP	0.002468313	0.005556651	-0.005556651	0.012998217
STRBP	-0.09164286	-0.083178391	0.083178391	6.754E-100
STRIP1	-0.00302399	-0.000484632	0.000484632	5.78771E-07
STRN	-0.0124272	-0.007627106	0.007627106	1.63488E-15
STRN3	-0.044313219	-0.0374027	0.0374027	1.07394E-38
STRN4	0.016483606	0.019898168	-0.019898168	1.99023E-22
STS	0.058834398	0.062100837	-0.062100837	1.631E-299
STT3B	-0.010490968	-0.005681125	0.005681125	1.54908E-11
STUB1	0.015407147	0.018963467	-0.018963467	1.23703E-16
STX12	-0.013763152	-0.009292363	0.009292363	5.94761E-14
STX17	0.006246243	0.009187323	-0.009187323	1.4136E-10
STX18	-0.010183837	-0.005879995	0.005879995	7.18162E-06
STX1A	0.068558535	0.074404963	-0.074404963	9.1178E-132
STX1B	0.077733434	0.082853815	-0.082853815	1.5335E-204
STX2	-0.009943155	-0.006777066	0.006777066	4.19162E-11
STX3	-0.007561954	-0.003782827	0.003782827	2.3512E-07
STX5	0.003682797	0.006641467	-0.006641467	2.91608E-05
STX6	0.025521286	0.028696841	-0.028696841	1.3673E-61
STX7	-0.003879596	0.001202243	-0.001202243	6.86614E-05
STX8	-0.024012282	-0.018022951	0.018022951	8.46613E-15
STXBP1	-0.082019993	-0.072782499	0.072782499	1.3847E-66
STXBP3	0.008007708	0.011265057	-0.011265057	3.06613E-16
STXBP4	0.013076164	0.016257745	-0.016257745	1.55258E-15
STXBP5	-0.068243044	-0.058791828	0.058791828	1.7004E-49
STXBP5L	-0.203044324	-0.195532589	0.195532589	0
STXBP6	-0.016123794	-0.009943085	0.009943085	1.85288E-06
STYXL1	-0.00720352	-0.00390943	0.00390943	4.07064E-05
SUB1	0.003564855	0.008256363	-0.008256363	5.91935E-05
SUCLA2	-0.02292627	-0.018558878	0.018558878	1.07804E-28
SUCLG1	-0.00159224	0.0021513	-0.0021513	4.1452E-08
SUCO	-0.005645476	-0.002155924	0.002155924	1.97982E-05
SUDS3	-0.004334586	-0.000556761	0.000556761	0.00039754
SUFU	-0.011462646	-0.007469522	0.007469522	2.01664E-12
SUGCT	0.000686867	0.003781075	-0.003781075	0.000110049
SUGP1	-0.009181296	-0.005951325	0.005951325	9.84371E-19
SUGP2	-0.019550337	-0.013296319	0.013296319	9.142E-16
SUGT1	0.017431058	0.022016577	-0.022016577	7.58913E-22
SULT1A1	-0.050695178	-0.046694825	0.046694825	3.5651E-143
SULT4A1	-0.017945599	-0.011990376	0.011990376	3.26241E-09
SUMF1	-0.084489432	-0.077794883	0.077794883	3.4895E-136
SUMF2	-0.002884625	1.09244E-06	-1.09244E-06	1.23621E-18
SUMO1	0.009986283	0.013570221	-0.013570221	1.45871E-07
SUMO3	-0.026964413	-0.022087358	0.022087358	2.49915E-37
SUN1	-0.017671131	-0.012214947	0.012214947	3.53575E-26
SUN2	0.069697825	0.074193219	-0.074193219	3.2745E-221
SUPT16H	0.008280141	0.012613681	-0.012613681	8.05169E-15
SUPT20H	0.001235606	0.005327899	-0.005327899	7.60496E-10
SUPT3H	-0.092980851	-0.08362759	0.08362759	8.74431E-86
SUPT5H	0.025608521	0.0292052	-0.0292052	1.37736E-52
SUPT6H	0.01522761	0.018824227	-0.018824227	1.98943E-29
SUPV3L1	-0.010845422	-0.007294594	0.007294594	1.41465E-13
SURF4	0.00530435	0.008743325	-0.008743325	2.57145E-08
SUSD1	-0.026756003	-0.023298586	0.023298586	3.41721E-54
SUSD4	-0.073146791	-0.066365972	0.066365972	2.6727E-99
SUSD6	-0.001926219	0.001531544	-0.001531544	0.001877607
SUZ12	-0.045589399	-0.040461026	0.040461026	7.77378E-75
SV2A	0.048216478	0.055080727	-0.055080727	6.45535E-43
SV2B	-0.127800485	-0.118928014	0.118928014	2.035E-175
SVEP1	-0.002476968	0.000555938	-0.000555938	0.006713651
SVIP	0.004198088	0.007263767	-0.007263767	2.81047E-09
SVOP	-0.069955861	-0.065080411	0.065080411	1.4829E-179
SWT1	-0.003869081	-0.000630656	0.000630656	1.78424E-06
SYBU	-0.04649124	-0.038357162	0.038357162	1.36268E-30
SYCE1	-0.011575095	-0.008953682	0.008953682	7.9036E-18
SYCP2	-0.004431414	-0.00128986	0.00128986	4.86631E-09
SYCP2L	-0.012173942	-0.008932898	0.008932898	1.30201E-18
SYMPK	0.007846186	0.012962693	-0.012962693	8.12664E-19
SYN1	0.172281077	0.180257768	-0.180257768	0
SYN2	-0.050019638	-0.040471418	0.040471418	7.03978E-34
SYN3	-0.196884141	-0.186395227	0.186395227	7.0942671e-316
SYNDIG1	-0.074066018	-0.067317886	0.067317886	6.76E-106
SYNE1	-0.10642537	-0.098061524	0.098061524	1.5926E-138
SYNGAP1	0.016995657	0.021290419	-0.021290419	1.86335E-29
SYNGR1	0.026040247	0.032032241	-0.032032241	3.00026E-23
SYNGR3	0.019672618	0.023271987	-0.023271987	1.00364E-26
SYNJ1	-0.008438866	-0.002736503	0.002736503	4.80749E-09
SYNJ2	-0.001393633	0.002707805	-0.002707805	1.45552E-07
SYNM	-0.006598607	-0.003585346	0.003585346	5.72846E-12
SYNPO	0.063444032	0.068780576	-0.068780576	6.0708E-145
SYNPO2	-0.02802274	-0.022119021	0.022119021	7.73587E-23
SYNPR	0.010564386	0.019198082	-0.019198082	0.04712068
SYNRG	-0.001666401	0.002662494	-0.002662494	3.50808E-09
SYP	-0.050311136	-0.04330203	0.04330203	1.00225E-44
SYT1	0.010900051	0.015684804	-0.015684804	6.7918E-113
SYT11	0.032283575	0.038294483	-0.038294483	1.21948E-24
SYT12	-0.019846845	-0.015805159	0.015805159	3.18795E-38
SYT13	0.015471402	0.019783788	-0.019783788	6.83166E-17
SYT14	-0.093978197	-0.085170997	0.085170997	1.11582E-96
SYT16	-0.075525646	-0.066273996	0.066273996	7.46077E-57
SYT17	0.019750759	0.023293369	-0.023293369	1.96882E-26
SYT4	0.038061093	0.042966103	-0.042966103	3.72741E-58
SYT5	-0.009685564	-0.006246335	0.006246335	3.30357E-09
SYT7	-0.014634735	-0.00927252	0.00927252	5.82757E-12
SYT9	0.00079775	0.00369342	-0.00369342	2.46529E-06
SYTL2	-0.065594322	-0.060022929	0.060022929	2.0917E-122
SZT2	-0.007517849	-0.004513995	0.004513995	6.85943E-12
TAB1	0.003272706	0.005888348	-0.005888348	0.000131722
TAB2	0.00720146	0.012810211	-0.012810211	1.72611E-08
TAB3	-0.001598139	0.001044322	-0.001044322	0.00816143
TACC1	-0.023630664	-0.017386724	0.017386724	5.92896E-19
TACC2	-0.015406096	-0.011523647	0.011523647	9.9489E-16
TADA2A	0.000360196	0.003462768	-0.003462768	0.000607481
TAF1	-0.029250134	-0.024612491	0.024612491	1.33095E-36
TAF15	-0.072308716	-0.065772308	0.065772308	1.1202E-104
TAF1B	-0.01375863	-0.010291489	0.010291489	1.12222E-16
TAF1C	0.014234422	0.016952602	-0.016952602	8.80887E-27
TAF1D	-0.056881002	-0.05100829	0.05100829	1.01917E-83
TAF2	-0.019800164	-0.015695817	0.015695817	4.22069E-24
TAF3	-0.006165003	-0.001397535	0.001397535	0.000169124
TAF4	-0.008766338	-0.005911523	0.005911523	3.39225E-11
TAF4B	-0.03201151	-0.028338435	0.028338435	1.01384E-73
TAF7	0.001592914	0.004307741	-0.004307741	0.248662186
TAFA1	0.227447911	0.232438082	-0.232438082	0
TAFA2	0.331445851	0.337401158	-0.337401158	0
TAFA5	0.120297891	0.12346632	-0.12346632	0
TAGLN3	0.017897863	0.023990829	-0.023990829	6.74955E-08
TAMM41	-0.017394272	-0.01325906	0.01325906	4.08576E-18
TANC1	0.003137633	0.005842212	-0.005842212	0.054527302
TANC2	-0.079732459	-0.070025903	0.070025903	6.96173E-57
TANGO2	-0.037718039	-0.034445532	0.034445532	3.8611E-129
TANGO6	-0.038057342	-0.033398037	0.033398037	3.73171E-63
TANK	-0.003979529	0.000409619	-0.000409619	8.01077E-05
TAOK1	-0.027628333	-0.019953373	0.019953373	3.10928E-15
TAOK2	0.020728967	0.024438515	-0.024438515	9.4535E-31
TAOK3	-0.017465377	-0.010486113	0.010486113	8.53433E-11
TAPBP	0.030260204	0.034087507	-0.034087507	2.43399E-56
TAPT1	-0.005583005	-0.001154857	0.001154857	1.71097E-09
TARBP1	-0.132547389	-0.124880702	0.124880702	1.3142E-256
TASOR2	0.091219755	0.093945208	-0.093945208	0
TASP1	-0.066817115	-0.060985543	0.060985543	1.5057E-112
TATDN1	-0.002051791	0.001649214	-0.001649214	1.60109E-06
TATDN3	-0.007265497	-0.004645131	0.004645131	1.05563E-08
TAX1BP1	-0.038354541	-0.031816637	0.031816637	2.53097E-37
TBC1D1	-0.028830622	-0.022364359	0.022364359	5.04194E-20
TBC1D10B	0.021116129	0.024141221	-0.024141221	8.09407E-45
TBC1D12	0.009769785	0.013244875	-0.013244875	1.11325E-10
TBC1D13	0.006249821	0.00932562	-0.00932562	2.42432E-13
TBC1D14	-0.009821836	-0.006156486	0.006156486	4.04871E-13
TBC1D15	-0.016537182	-0.011627007	0.011627007	1.00059E-15
TBC1D17	0.022032698	0.025224984	-0.025224984	1.22833E-45
TBC1D19	-0.100273894	-0.093556655	0.093556655	1.5212E-192
TBC1D20	0.0040586	0.006855726	-0.006855726	4.85651E-05
TBC1D22A	-0.043075326	-0.037406339	0.037406339	1.62052E-49
TBC1D22B	-0.004425796	-0.001278993	0.001278993	6.55937E-09
TBC1D23	-0.008238063	-0.004275352	0.004275352	8.87595E-11
TBC1D2B	-0.003625977	-0.000150484	0.000150484	2.25614E-07
TBC1D30	-0.007692975	-0.004173841	0.004173841	9.07611E-08
TBC1D31	-0.009835793	-0.007008757	0.007008757	5.3315E-13
TBC1D32	-0.071860201	-0.065433778	0.065433778	4.2303E-109
TBC1D4	-0.009949794	-0.004526205	0.004526205	3.20843E-06
TBC1D5	-0.095327478	-0.085868529	0.085868529	1.76822E-86
TBC1D8	-0.011969657	-0.007449477	0.007449477	2.68589E-08
TBC1D9	-0.024017131	-0.01979701	0.01979701	8.28036E-29
TBC1D9B	-0.008762028	-0.00567593	0.00567593	5.38528E-10
TBCA	-0.006987959	-0.001368901	0.001368901	2.86033E-06
TBCB	0.031610679	0.035734036	-0.035734036	4.1949E-53
TBCD	0.016854537	0.022595642	-0.022595642	8.47658E-14
TBCE	-0.018587321	-0.015369237	0.015369237	1.88045E-31
TBCK	-0.101055863	-0.092611718	0.092611718	1.0431E-120
TBK1	-0.010680983	-0.007198097	0.007198097	1.25807E-16
TBKBP1	0.027790281	0.030664837	-0.030664837	5.27667E-81
TBL1X	-0.01116864	-0.008097927	0.008097927	5.66128E-17
TBL1XR1	-0.06045317	-0.051793782	0.051793782	1.90031E-44
TBPL1	0.000466293	0.003924254	-0.003924254	0.007563693
TBRG1	0.003908821	0.007689205	-0.007689205	4.25031E-08
TBRG4	0.016433248	0.019233692	-0.019233692	2.28418E-29
TCAF1	-0.015050687	-0.0095534	0.0095534	2.11666E-09
TCAIM	-0.023344229	-0.019068183	0.019068183	2.9748E-27
TCEA1	0.022264481	0.025286727	-0.025286727	5.84174E-53
TCEA2	0.036095337	0.039947736	-0.039947736	1.06738E-77
TCEAL2	-0.00208444	0.001511887	-0.001511887	0.000203028
TCEAL3	0.001063053	0.003769898	-0.003769898	8.31741E-05
TCEAL4	-0.016749491	-0.013255536	0.013255536	1.12946E-41
TCERG1	-0.050931011	-0.044636763	0.044636763	7.26756E-62
TCERG1L	-0.040885924	-0.035891808	0.035891808	5.66306E-65
TCF12	0.028506085	0.036618988	-0.036618988	3.49396E-17
TCF20	-0.00233061	0.00349888	-0.00349888	0.001290264
TCF25	-0.116158149	-0.109800742	0.109800742	9.8269E-288
TCF4	0.036368216	0.043984446	-0.043984446	1.6405E-173
TCF7L2	-0.014162699	-0.009992601	0.009992601	5.38855E-30
TCHP	-0.006870097	-0.004081044	0.004081044	2.46762E-11
TCOF1	7.71132E-05	0.002993786	-0.002993786	9.35963E-08
TCP11L1	-0.010391267	-0.007146507	0.007146507	2.6242E-10
TDO2	-0.011970715	-0.009010733	0.009010733	1.19985E-14
TDP1	0.000282657	0.003120048	-0.003120048	0.012171271
TDP2	0.003200571	0.00652075	-0.00652075	4.79359E-06
TDRD3	-0.0389828	-0.033217392	0.033217392	1.66386E-44
TDRD7	-0.009623489	-0.006776755	0.006776755	9.94333E-13
TDRP	-0.006308082	-0.002570757	0.002570757	5.11175E-06
TEAD1	-0.02177204	-0.015616834	0.015616834	4.33036E-15
TECPR1	0.001983992	0.004915672	-0.004915672	1.76445E-08
TECPR2	-0.027717787	-0.02256434	0.02256434	1.58111E-34
TECR	0.051728975	0.056050543	-0.056050543	3.0216E-125
TEF	0.021157574	0.025446525	-0.025446525	4.03858E-32
TENM1	0.009859404	0.016208317	-0.016208317	0.000262546
TENM2	-0.142950035	-0.133775297	0.133775297	6.4181E-203
TENM3	-0.007775188	0.001520816	-0.001520816	0.093381541
TENM4	-0.084468532	-0.074790199	0.074790199	1.14327E-67
TENT2	-0.07121441	-0.065092135	0.065092135	3.7252E-116
TENT4A	-0.004115228	-0.000417824	0.000417824	3.06321E-06
TENT4B	0.010914301	0.015581136	-0.015581136	1.63275E-15
TERF1	-0.021998184	-0.018103712	0.018103712	7.22007E-32
TERF2IP	-0.020005928	-0.013487746	0.013487746	1.88768E-11
TESK1	0.015244718	0.018085914	-0.018085914	1.86251E-28
TESPA1	-0.042453417	-0.036692711	0.036692711	2.1026E-54
TET1	-0.002469099	0.000246845	-0.000246845	0.023155396
TET2	-0.007128279	-0.002076786	0.002076786	0.00061967
TET3	-0.038298109	-0.033100053	0.033100053	7.46377E-51
TEX10	-0.000143762	0.00225488	-0.00225488	0.00039092
TEX2	-0.008656056	-0.004850058	0.004850058	2.24914E-10
TEX9	-0.00629872	-0.003460011	0.003460011	4.66235E-06
TFB1M	-0.014744708	-0.011614794	0.011614794	6.37595E-21
TFCP2	-0.028295367	-0.023272857	0.023272857	4.31893E-31
TFDP1	-0.01038203	-0.007330815	0.007330815	3.41223E-13
TFDP2	-0.031810536	-0.023779607	0.023779607	2.25233E-32
TFG	-0.015736994	-0.012145776	0.012145776	3.11073E-17
TFRC	-0.004491107	-0.001985062	0.001985062	0.000505179
TGFB2	0.005574854	0.008277301	-0.008277301	6.50441E-05
TGFBR3	0.019319178	0.022224121	-0.022224121	9.31069E-40
TGFBRAP1	-0.004265403	-0.001286677	0.001286677	6.97023E-06
TGOLN2	0.007556506	0.011204796	-0.011204796	9.8486E-05
TGS1	-0.009124805	-0.00575859	0.00575859	8.31399E-08
THADA	-0.021015614	-0.015718421	0.015718421	7.65567E-16
THAP4	0.008026896	0.011063312	-0.011063312	3.56096E-08
THEM4	-0.00403197	-0.001356244	0.001356244	2.20113E-05
THOC1	0.003484791	0.007062587	-0.007062587	6.53806E-08
THOC2	-0.03112402	-0.025367741	0.025367741	7.01246E-32
THOC3	-0.045753633	-0.04233446	0.04233446	9.8761E-181
THOC7	-0.002860269	0.000378747	-0.000378747	9.46167E-05
THOP1	0.031620089	0.035657538	-0.035657538	2.71534E-57
THRA	0.016594155	0.02112844	-0.02112844	3.50925E-12
THRAP3	-0.016988114	-0.011946588	0.011946588	6.94229E-17
THRB	-0.111987946	-0.103123478	0.103123478	5.2155E-137
THSD7A	-0.01393706	-0.006244043	0.006244043	0.000360178
THSD7B	0.00667732	0.011109596	-0.011109596	0.008709211
THUMPD1	-0.007235026	-0.003721651	0.003721651	3.82488E-09
THUMPD2	-0.011004809	-0.007502609	0.007502609	5.42563E-17
THY1	0.045677178	0.052844146	-0.052844146	4.96942E-40
TIAL1	-0.002513122	0.001742942	-0.001742942	9.58052E-06
TIAM1	0.000286096	0.008329094	-0.008329094	0.484938741
TIAM2	-0.019239273	-0.01096447	0.01096447	4.48004E-09
TIGAR	-0.007263807	-0.00430373	0.00430373	1.9577E-06
TIMM23	-0.013934088	-0.011177207	0.011177207	1.36896E-25
TIMM23B	-0.373878502	-0.366734606	0.366734606	0
TIMM44	0.010719973	0.0138568	-0.0138568	2.16268E-14
TIMP2	0.015484095	0.019091327	-0.019091327	2.16048E-17
TIPRL	-0.007345984	-0.003690084	0.003690084	1.26643E-05
TJP1	-0.052330683	-0.042914748	0.042914748	2.07091E-29
TKT	0.005923875	0.008916035	-0.008916035	0.000129483
TLE1	-0.001203509	0.002353693	-0.002353693	2.42411E-05
TLE2	0.002449681	0.006460391	-0.006460391	0.035774288
TLE3	0.008112187	0.01078918	-0.01078918	3.58998E-09
TLE4	0.025066474	0.0309902	-0.0309902	9.43009E-29
TLE5	0.11309159	0.116228409	-0.116228409	0
TLK1	-0.030534515	-0.023849417	0.023849417	1.2586E-19
TLK2	-0.010752155	-0.005843935	0.005843935	2.87963E-11
TLL1	0.00392874	0.007271897	-0.007271897	0.013008304
TLN2	-0.08559181	-0.077426869	0.077426869	9.67707E-94
TM2D1	-0.007151525	-0.003940492	0.003940492	7.06802E-08
TM2D3	-0.020316676	-0.016737827	0.016737827	2.48148E-29
TM7SF2	0.001323371	0.004264478	-0.004264478	0.07382839
TM7SF3	-0.01220569	-0.008514332	0.008514332	2.62703E-17
TM9SF2	0.005651617	0.009430694	-0.009430694	4.38951E-07
TM9SF3	-0.011197399	-0.006426932	0.006426932	3.4969E-16
TM9SF4	-0.008679979	-0.005237099	0.005237099	6.74584E-08
TMA7	0.068052921	0.071990128	-0.071990128	2.6815E-252
TMBIM6	0.02398489	0.030146521	-0.030146521	4.3441E-27
TMCC1	-0.037830902	-0.029778153	0.029778153	6.09679E-20
TMCC2	0.010259221	0.013044828	-0.013044828	2.53049E-20
TMCO1	-0.005531978	-0.002229498	0.002229498	1.19846E-07
TMCO3	-0.038126359	-0.034447799	0.034447799	4.4544E-99
TMED10	0.017008941	0.020488726	-0.020488726	1.82489E-25
TMED4	0.006008255	0.008972926	-0.008972926	5.10458E-05
TMED8	-0.006632903	-0.002199608	0.002199608	5.0004E-13
TMEFF2	0.032049321	0.041458502	-0.041458502	6.27269E-25
TMEM106B	-0.003170373	0.002952985	-0.002952985	2.70353E-09
